,library,jsonFileName,signature,name,targetClass,equivalence.comment,equivalence.kind,equivalence.condition
63,jdk,java.util.SimpleTimeZone_goal.json,"setStartRule(int startMonth, int startDay, int startTime)",setStartRule,java.util.SimpleTimeZone,"Sets the daylight saving time start rule to a fixed date within a month. This method is equivalent to: setStartRule(startMonth, startDay, 0, startTime)",FreeText,"receiverObjectClone.setStartRule(args[0],args[1],0,args[2]);
receiverObjectClone.equals(receiverObjectID)"
64,jdk,java.util.SimpleTimeZone_goal.json,"setEndRule(int endMonth, int endDay, int endTime)",setEndRule,java.util.SimpleTimeZone,"Sets the daylight saving time end rule to a fixed date within a month. This method is equivalent to: setEndRule(endMonth, endDay, 0, endTime)",FreeText,"receiverObjectClone.setEndRule(args[0],args[1],0,args[2]);
receiverObjectClone.equals(receiverObjectID)"
65,jdk,java.util.SimpleTimeZone_goal.json,observesDaylightTime(),observesDaylightTime,java.util.SimpleTimeZone,Returns true if this SimpleTimeZone observes Daylight Saving Time. This method is equivalent to #useDaylightTime().,FreeText,methodResultID==(receiverObjectClone.useDaylightTime())
66,jdk,java.util.Stack_goal.json,push(E item),push,java.util.Stack,Pushes an item onto the top of this stack. This has exactly the same effect as: <pre> addElement(item)</pre>,FreeText,receiverObjectClone.addElement(args[0]); receiverObjectClone.equals(receiverObjectID)
67,jdk,java.util.TimeZone_goal.json,getDisplayName(),getDisplayName,java.util.TimeZone,"Returns a long standard time name of this TimeZone suitable for presentation to the user in the default locale. This method is equivalent to: <pre> getDisplayName(false, #LONG, Locale.getDefault(Locale.Category#DISPLAY)) </pre>",FreeText,"methodResultID == getDisplayName(false, java.util.TimeZone.LONG, Locale.getDefault(Locale.Category#DISPLAY))"
68,jdk,java.util.TimeZone_goal.json,getDisplayName(java.util.Locale locale),getDisplayName,java.util.TimeZone,"Returns a long standard time name of this TimeZone suitable for presentation to the user in the specified locale. This method is equivalent to: <pre> getDisplayName(false, #LONG, locale) </pre>",FreeText,"methodResultID == getDisplayName(false, java.util.TimeZone.LONG, args[0])"
69,jdk,java.util.TimeZone_goal.json,"getDisplayName(boolean daylight, int style)",getDisplayName,java.util.TimeZone,"Returns a name in the specified style of this TimeZone suitable for presentation to the user in the default locale. If the specified daylight is true, a Daylight Saving Time name is returned (even if this TimeZone doesn't observe Daylight Saving Time). Otherwise, a Standard Time name is returned. This method is equivalent to: <pre> getDisplayName(daylight, style, Locale.getDefault(Locale.Category#DISPLAY)) </pre>",FreeText,"methodResultID == getDisplayName(args[0], args[1], Locale.getDefault(Locale.Category#DISPLAY)) "
70,jdk,java.util.Vector_goal.json,"setElementAt(E obj, int index)",setElementAt,java.util.Vector,"Sets the component at the specified index of this vector to be the specified object. The previous component at that position is discarded. The index must be a value greater than or equal to 0 and less than the current size of the vector. This method is identical in functionality to the set(int, E) method (which is part of the List interface). Note that the set method reverses the order of the parameters, to more closely match array usage. Note also that the set method returns the old value that was stored at the specified position.",FreeText,"receiverObjectClone.set(args[1],args[0]); receiverObjectClone.equals(receiverObjectID)"
71,jdk,java.util.Vector_goal.json,removeAllElements(),removeAllElements,java.util.Vector,Removes all components from this vector and sets its size to zero. This method is identical in functionality to the #clear method (which is part of the List interface).,FreeText,receiverObjectClone.clear();receiverObjectClone.equals(receiverObjectID)
72,jdk,java.util.Vector_goal.json,"insertElementAt(E obj, int index)",insertElementAt,java.util.Vector,"Inserts the specified object as a component in this vector at the specified index. Each component in this vector with an index greater or equal to the specified index is shifted upward to have an index one greater than the value it had previously. The index must be a value greater than or equal to 0 and less than or equal to the current size of the vector. (If the index is equal to the current size of the vector, the new element is appended to the Vector.) This method is identical in functionality to the add(int, E) method (which is part of the List interface). Note that the add method reverses the order of the parameters, to more closely match array usage.",FreeText," receiverObjectClone.add(args[1],args[0]); receiverObjectClone.equals(receiverObjectID)"
73,jdk,java.util.Vector_goal.json,addElement(E obj),addElement,java.util.Vector,"Adds the specified component to the end of this vector, increasing its size by one. The capacity of this vector is increased if its size becomes greater than its capacity. This method is identical in functionality to the add(E) method (which is part of the List interface).",FreeText, receiverObjectClone.add(args[0]); receiverObjectClone.equals(receiverObjectID)
74,jdk,java.util.Vector_goal.json,removeElementAt(int index),removeElementAt,java.util.Vector,Deletes the component at the specified index. Each component in this vector with an index greater or equal to the specified index is shifted downward to have an index one smaller than the value it had previously. The size of this vector is decreased by 1. The index must be a value greater than or equal to 0 and less than the current size of the vector. This method is identical in functionality to the #remove(int) method (which is part of the List interface). Note that the remove method returns the old value that was stored at the specified position.,FreeText,receiverObjectClone.remove(args[0]); receiverObjectClone.equals(receiverObjectID)
75,jdk,java.util.Vector_goal.json,removeElement(java.lang.Object obj),removeElement,java.util.Vector,"Removes the first (lowest-indexed) occurrence of the argument from this vector. If the object is found in this vector, each component in the vector with an index greater or equal to the object's index is shifted downward to have an index one smaller than the value it had previously. This method is identical in functionality to the #remove(Object) method (which is part of the List interface).",FreeText,methodResultID==(receiverObjectClone.remove(args[0]))
76,jdk,java.util.Vector_goal.json,elementAt(int index),elementAt,java.util.Vector,Returns the component at the specified index. This method is identical in functionality to the #get(int) method (which is part of the List interface).,FreeText,methodResultID.equals(receiverObjectClone.get(args[0]))
