,library,jsonFileName,signature,name,targetClass,equivalence.comment,equivalence.kind,equivalence.condition
68,guava,com.google.common.primitives.Longs_goal.json,hashCode(long value),hashCode,com.google.common.primitives.Longs,"Returns a hash code for value; equal to the result of invoking ((Long) value).hashCode(). <p>This method always return the value specified by Long#hashCode() in java, which might be different from ((Long) value).hashCode() in GWT because Long#hashCode() in GWT does not obey the JRE contract.",FreeText,methodResultID==(((Long) args[0]).hashCode())
69,guava,com.google.common.primitives.Shorts_goal.json,fromByteArray(byte[] bytes),fromByteArray,com.google.common.primitives.Shorts,"Returns the short value whose big-endian representation is stored in the first 2 bytes of bytes; equivalent to ByteBuffer.wrap(bytes).getShort(). For example, the input byte array {0x54, 0x32} would yield the short value 0x5432. <p>Arguably, it's preferable to use java.nio.ByteBuffer; that library exposes much more flexibility at little cost in readability.",FreeText,methodResultID==(java.nio.ByteBuffer.wrap(args[0]).getShort())
70,guava,com.google.common.primitives.Shorts_goal.json,"compare(short a, short b)",compare,com.google.common.primitives.Shorts,Compares the two specified short values. The sign of the value returned is the same as that of ((Short) a).compareTo(b). <p>Note for Java 7 and later: this method should be treated as deprecated; use the equivalent Short#compare method instead.,FreeText,methodResultID==( ((Short) args[0]).compareTo(args[1]) )
71,guava,com.google.common.primitives.Shorts_goal.json,hashCode(short value),hashCode,com.google.common.primitives.Shorts,Returns a hash code for value; equal to the result of invoking ((Short) value).hashCode().,FreeText,methodResultID==(((Short) args[0]).hashCode())
72,guava,com.google.common.primitives.Shorts_goal.json,"fromBytes(byte b1, byte b2)",fromBytes,com.google.common.primitives.Shorts,"Returns the short value whose byte representation is the given 2 bytes, in big-endian order; equivalent to Shorts.fromByteArray(new byte[] {b1, b2)}.",FreeText,"methodResultID==(Shorts.fromByteArray(new byte[] {args[0], args[1]}))"
73,guava,com.google.common.primitives.Shorts_goal.json,asList(short... backingArray),asList,com.google.common.primitives.Shorts,"Returns a fixed-size list backed by the specified array, similar to Arrays#asList(Object[]). The list supports Object), but any attempt to set a value to null will result in a NullPointerException. <p>The returned list maintains the values, but not the identities, of Short objects written to or read from it. For example, whether list.get(0) == list.get(0) is true for the returned list is unspecified.",FreeText,methodResultID.equals(java.util.Arrays.asList(args[0]))
74,guava,com.google.common.primitives.Shorts_goal.json,toByteArray(short value),toByteArray,com.google.common.primitives.Shorts,"Returns a big-endian representation of value in a 2-element byte array; equivalent to ByteBuffer.allocate(2).putShort(value).array(). For example, the input value (short) 0x1234 would yield the byte array {0x12, 0x34}. <p>If you need to convert and concatenate several values (possibly even of different types), use a shared java.nio.ByteBuffer instance, or use com.google.common.io.ByteStreams#newDataOutput() to get a growable buffer.",FreeText,"java.util.Arrays.equals(methodResultID, java.nio.ByteBuffer.allocate(2).putShort(args[0]).array())"
75,guava,com.google.common.util.concurrent.CycleDetectingLockFactory_goal.json,newReentrantReadWriteLock(java.lang.String lockName),newReentrantReadWriteLock,com.google.common.util.concurrent.CycleDetectingLockFactory,"Equivalent to newReentrantReadWriteLock(lockName, false).",FreeText,"methodResultID.equals(receiverObjectClone.newReentrantReadWriteLock(args[0],false))"
76,guava,com.google.common.util.concurrent.CycleDetectingLockFactory_goal.json,newReentrantLock(java.lang.String lockName),newReentrantLock,com.google.common.util.concurrent.CycleDetectingLockFactory,"Equivalent to newReentrantLock(lockName, false).",FreeText,"methodResultID.equals(receiverObjectClone.newReentrantLock(args[0],false))"
77,guava,com.google.common.util.concurrent.Monitor_goal.json,com.google.common.util.concurrent.Monitor(),com.google.common.util.concurrent.Monitor,com.google.common.util.concurrent.Monitor,Creates a monitor with a non-fair (but fast) ordering policy. Equivalent to Monitor(false).,FreeText,new Monitor().equals(new Monitor(false))
78,guava,com.google.common.util.concurrent.RateLimiter_goal.json,acquire(),acquire,com.google.common.util.concurrent.RateLimiter,"Acquires a single permit from this RateLimiter, blocking until the request can be granted. Tells the amount of time slept, if any. <p>This method is equivalent to acquire(1).",FreeText,methodResultID==(receiverObjectClone.acquire(1))
79,guava,com.google.common.util.concurrent.RateLimiter_goal.json,tryAcquire(),tryAcquire,com.google.common.util.concurrent.RateLimiter,Acquires a permit from this RateLimiter if it can be acquired immediately without delay. <p> This method is equivalent to tryAcquire(1).,FreeText,methodResultID==(receiverObjectClone.tryAcquire(1))
80,guava,com.google.common.util.concurrent.RateLimiter_goal.json,"tryAcquire(long timeout, java.util.concurrent.TimeUnit unit)",tryAcquire,com.google.common.util.concurrent.RateLimiter,"Acquires a permit from this RateLimiter if it can be obtained without exceeding the specified timeout, or returns false immediately (without waiting) if the permit would not have been granted before the timeout expired. <p>This method is equivalent to tryAcquire(1, timeout, unit).",FreeText,"methodResultID==(receiverObjectClone.tryAcquire(1,args[0],args[1]))"
