,library,jsonFileName,signature,name,targetClass,equivalence.comment,equivalence.kind,equivalence.condition,EMR
1697,guava,com.google.common.collect.RangeMap_goal.json,asMapOfRanges(),asMapOfRanges,com.google.common.collect.RangeMap,"Returns a view of this range map as an unmodifiable Map<Range<K>, V>. Modifications to this range map are guaranteed to read through to the returned Map. <p>The returned Map iterates over entries in ascending order of the bounds of the Range entries. <p>It is guaranteed that no empty ranges will be in the returned Map.",FreeText,,0
1698,guava,com.google.common.collect.RangeMap_goal.json,subRangeMap(com.google.common.collect.Range<K> range),subRangeMap,com.google.common.collect.RangeMap,"Returns a view of the part of this range map that intersects with range. <p>For example, if rangeMap had the entries [1, 5] => ""foo"", (6, 8) => ""bar"", (10, \u2025) => ""baz"" then rangeMap.subRangeMap(Range.open(3, 12)) would return a range map with the entries (3, 5) => ""foo"", (6, 8) => ""bar"", (10, 12) => ""baz"". <p>The returned range map supports all optional operations that this range map supports, except for asMapOfRanges().iterator().remove(). <p>The returned range map will throw an IllegalArgumentException on an attempt to insert a range not {@linkplain Range#encloses(Range) enclosed} by range.",FreeText,,0
1699,guava,com.google.common.collect.RangeMap_goal.json,equals(java.lang.Object o),equals,com.google.common.collect.RangeMap,Returns true if obj is another RangeMap that has an equivalent asMapOfRanges().,FreeText,,0
1700,guava,com.google.common.collect.RangeMap_goal.json,remove(com.google.common.collect.Range<K> range),remove,com.google.common.collect.RangeMap,"Removes all associations from this range map in the specified range (optional operation). <p>If !range.contains(k), get(k) will return the same result before and after a call to remove(range). If range.contains(k), then after a call to remove(range), get(k) will return null.",FreeText,,0
1701,guava,com.google.common.collect.RangeMap_goal.json,"put(com.google.common.collect.Range<K> range, V value)",put,com.google.common.collect.RangeMap,"Maps a range to a specified value (optional operation). <p>Specifically, after a call to put(range, value), if range.contains(k), then get(k) will return value. <p>If range {@linkplain Range#isEmpty() is empty}, then this is a no-op.",FreeText,,0
1702,guava,com.google.common.collect.RangeSet_goal.json,asDescendingSetOfRanges(),asDescendingSetOfRanges,com.google.common.collect.RangeSet,"Returns a descending view of the {@linkplain Range#isConnected disconnected} ranges that make up this range set. The returned set may be empty. The iterators returned by its Iterable#iterator method return the ranges in decreasing order of lower bound (equivalently, of upper bound).",FreeText,,0
1703,guava,com.google.common.collect.RangeSet_goal.json,complement(),complement,com.google.common.collect.RangeSet,"Returns a view of the complement of this RangeSet. <p>The returned view supports the add operation if this RangeSet supports remove, and vice versa.",FreeText,,0
1704,guava,com.google.common.collect.RangeSet_goal.json,remove(com.google.common.collect.Range<C> range),remove,com.google.common.collect.RangeSet,"Removes the specified range from this RangeSet (optional operation). After this operation, if range.contains(c), this.contains(c) will return false. <p>If range is empty, this is a no-op.",FreeText,,0
1705,guava,com.google.common.collect.RangeSet_goal.json,isEmpty(),isEmpty,com.google.common.collect.RangeSet,Returns true if this range set contains no ranges.,FreeText,,0
1706,guava,com.google.common.collect.RangeSet_goal.json,enclosesAll(com.google.common.collect.RangeSet<C> other),enclosesAll,com.google.common.collect.RangeSet,Returns true if for each member range in other there exists a member range in this range set which {@linkplain Range#encloses encloses} it. It follows that this.contains(value) whenever other.contains(value). Returns true if other is empty. <p>This is equivalent to checking if this range set encloses each of the ranges in other.,FreeText,,0
1707,guava,com.google.common.collect.RangeSet_goal.json,removeAll(com.google.common.collect.RangeSet<C> other),removeAll,com.google.common.collect.RangeSet,"Removes all of the ranges from the specified range set from this range set (optional operation). After this operation, if other.contains(c), this.contains(c) will return false. <p>This is equivalent to calling remove on each of the ranges in other in turn.",FreeText,,0
1708,guava,com.google.common.collect.RangeSet_goal.json,toString(),toString,com.google.common.collect.RangeSet,"Returns a readable string representation of this range set. For example, if this RangeSet consisted of Range.closed(1, 3) and Range.greaterThan(4), this might return "" [1â€¥3](4â€¥+âˆž)""}.",FreeText,,0
1709,guava,com.google.common.collect.RangeSet_goal.json,span(),span,com.google.common.collect.RangeSet,Returns the minimal range which {@linkplain Range#encloses(Range) encloses} all ranges in this range set.,FreeText,,0
1710,guava,com.google.common.collect.RangeSet_goal.json,contains(C value),contains,com.google.common.collect.RangeSet,Determines whether any of this range set's member ranges contains value.,FreeText,,0
1711,guava,com.google.common.collect.RangeSet_goal.json,rangeContaining(C value),rangeContaining,com.google.common.collect.RangeSet,"Returns the unique range from this range set that {@linkplain Range#contains contains} value, or null if this range set does not contain value.",FreeText,,0
1712,guava,com.google.common.collect.RangeSet_goal.json,addAll(com.google.common.collect.RangeSet<C> other),addAll,com.google.common.collect.RangeSet,"Adds all of the ranges from the specified range set to this range set (optional operation). After this operation, this range set is the minimal range set that {@linkplain #enclosesAll(RangeSet) encloses} both the original range set and other. <p>This is equivalent to calling add on each of the ranges in other in turn.",FreeText,,0
1713,guava,com.google.common.collect.RangeSet_goal.json,hashCode(),hashCode,com.google.common.collect.RangeSet,Returns asRanges().hashCode().,FreeText,,0
1714,guava,com.google.common.collect.RangeSet_goal.json,asRanges(),asRanges,com.google.common.collect.RangeSet,"Returns a view of the {@linkplain Range#isConnected disconnected} ranges that make up this range set. The returned set may be empty. The iterators returned by its Iterable#iterator method return the ranges in increasing order of lower bound (equivalently, of upper bound).",FreeText,,0
1715,guava,com.google.common.collect.RangeSet_goal.json,add(com.google.common.collect.Range<C> range),add,com.google.common.collect.RangeSet,"Adds the specified range to this RangeSet (optional operation). That is, for equal range sets a and b, the result of a.add(range) is that a will be the minimal range set for which both a.enclosesAll(b) and a.encloses(range). <p>Note that range will be {@linkplain Range#span(Range) coalesced} with any ranges in the range set that are {@linkplain Range#isConnected(Range) connected} with it. Moreover, if range is empty, this is a no-op.",FreeText,,0
1716,guava,com.google.common.collect.RangeSet_goal.json,encloses(com.google.common.collect.Range<C> otherRange),encloses,com.google.common.collect.RangeSet,Returns true if there exists a member range in this range set which {@linkplain Range#encloses encloses} the specified range.,FreeText,,0
1717,guava,com.google.common.collect.RangeSet_goal.json,equals(java.lang.Object obj),equals,com.google.common.collect.RangeSet,Returns true if obj is another RangeSet that contains the same ranges according to Range#equals(Object).,FreeText,,0
1718,guava,com.google.common.collect.RangeSet_goal.json,clear(),clear,com.google.common.collect.RangeSet,"Removes all ranges from this RangeSet (optional operation). After this operation, this.contains(c) will return false for all c. <p>This is equivalent to remove(Range.all()).",FreeText,,0
1719,guava,com.google.common.collect.RangeSet_goal.json,subRangeSet(com.google.common.collect.Range<C> view),subRangeSet,com.google.common.collect.RangeSet,"Returns a view of the intersection of this RangeSet with the specified range. <p>The returned view supports all optional operations supported by this RangeSet, with the caveat that an IllegalArgumentException is thrown on an attempt to {@linkplain #add(Range) add} any range not {@linkplain Range#encloses(Range) enclosed} by view.",FreeText,,0
1720,guava,com.google.common.collect.RowSortedTable_goal.json,rowMap(),rowMap,com.google.common.collect.RowSortedTable,"{@inheritDoc} This method returns a SortedMap, instead of the Map specified in the Table interface.",FreeText,,0
1721,guava,com.google.common.collect.RowSortedTable_goal.json,rowKeySet(),rowKeySet,com.google.common.collect.RowSortedTable,"{@inheritDoc} This method returns a SortedSet, instead of the Set specified in the Table interface.",FreeText,,0
1722,guava,com.google.common.collect.SetMultimap_goal.json,asMap(),asMap,com.google.common.collect.SetMultimap,"{@inheritDoc} Note: The returned map's values are guaranteed to be of type Set. To obtain this map with the more specific generic type Map<K, Set<V>>, call Multimaps#asMap(SetMultimap) instead.",FreeText,,0
1723,guava,com.google.common.collect.SetMultimap_goal.json,entries(),entries,com.google.common.collect.SetMultimap,"{@inheritDoc} Because a SetMultimap has unique values for a given key, this method returns a Set, instead of the java.util.Collection specified in the Multimap interface.",FreeText,,0
1724,guava,com.google.common.collect.SetMultimap_goal.json,equals(java.lang.Object obj),equals,com.google.common.collect.SetMultimap,"Compares the specified object to this multimap for equality. Two SetMultimap instances are equal if, for each key, they contain the same values. Equality does not depend on the ordering of keys or values. An empty SetMultimap is equal to any other empty Multimap, including an empty ListMultimap.",FreeText,,0
1725,guava,com.google.common.collect.SetMultimap_goal.json,removeAll(java.lang.Object key),removeAll,com.google.common.collect.SetMultimap,"{@inheritDoc} Because a SetMultimap has unique values for a given key, this method returns a Set, instead of the java.util.Collection specified in the Multimap interface.",FreeText,,0
1726,guava,com.google.common.collect.SetMultimap_goal.json,get(K key),get,com.google.common.collect.SetMultimap,"{@inheritDoc} Because a SetMultimap has unique values for a given key, this method returns a Set, instead of the java.util.Collection specified in the Multimap interface.",FreeText,,0
1727,guava,com.google.common.collect.SetMultimap_goal.json,"replaceValues(K key, java.lang.Iterable<? extends V> values)",replaceValues,com.google.common.collect.SetMultimap,"{@inheritDoc} Because a SetMultimap has unique values for a given key, this method returns a Set, instead of the java.util.Collection specified in the Multimap interface. Any duplicates in values will be stored in the multimap once.",FreeText,,0
1728,guava,com.google.common.collect.Sets_goal.json,"union(java.util.Set<? extends E> set1, java.util.Set<? extends E> set2)",union,com.google.common.collect.Sets,"Returns an unmodifiable view of the union of two sets. The returned set contains all elements that are contained in either backing set. Iterating over the returned set iterates first over all the elements of set1, then over each element of set2, in order, that is not contained in set1. Results are undefined if set1 and set2 are sets based on different equivalence relations (as HashSet, TreeSet, and the Map#keySet of an IdentityHashMap all are). Note: The returned view performs better when set1 is the smaller of the two sets. If you have reason to believe one of your sets will generally be smaller than the other, pass it first. Further, note that the current implementation is not suitable for nested union views, i.e. the following should be avoided when in a loop: union = Sets.union(union, anotherSet);, since iterating over the resulting set has a cubic complexity to the depth of the nesting.",FreeText,,0
1729,guava,com.google.common.collect.Sets_goal.json,newLinkedHashSet(),newLinkedHashSet,com.google.common.collect.Sets,"Creates a mutable, empty LinkedHashSet instance. Note: if mutability is not required, use ImmutableSet#of() instead.",FreeText,,0
1730,guava,com.google.common.collect.Sets_goal.json,synchronizedNavigableSet(java.util.NavigableSet<E> navigableSet),synchronizedNavigableSet,com.google.common.collect.Sets,"Returns a synchronized (thread-safe) navigable set backed by the specified navigable set. In order to guarantee serial access, it is critical that all access to the backing navigable set is accomplished through the returned navigable set (or its views). It is imperative that the user manually synchronize on the returned sorted set when iterating over it or any of its descendingSet, subSet, headSet, or tailSet views.  NavigableSet<E> set = synchronizedNavigableSet(new TreeSet<E>()); ... synchronized (set) { // Must be in the synchronized block Iterator<E> it = set.iterator(); while (it.hasNext()) { foo(it.next());  }} or:  NavigableSet<E> set = synchronizedNavigableSet(new TreeSet<E>()); NavigableSet<E> set2 = set.descendingSet().headSet(foo); ... synchronized (set) { // Note: set, not set2!!! // Must be in the synchronized block Iterator<E> it = set2.descendingIterator(); while (it.hasNext()) foo(it.next());  }} Failure to follow this advice may result in non-deterministic behavior. The returned navigable set will be serializable if the specified navigable set is serializable.",FreeText,,0
1731,guava,com.google.common.collect.Sets_goal.json,"intersection(java.util.Set<E> set1, java.util.Set<?> set2)",intersection,com.google.common.collect.Sets,"Returns an unmodifiable view of the intersection of two sets. The returned set contains all elements that are contained by both backing sets. The iteration order of the returned set matches that of set1. Results are undefined if set1 and set2 are sets based on different equivalence relations (as HashSet, TreeSet, and the keySet of an IdentityHashMap all are). Note: The returned view performs slightly better when set1 is the smaller of the two sets. If you have reason to believe one of your sets will generally be smaller than the other, pass it first. Unfortunately, since this method sets the generic type of the returned set based on the type of the first set passed, this could in rare cases force you to make a cast, for example:  Set<Object> aFewBadObjects = ... Set<String> manyBadStrings = ... // impossible for a non-String to be in the intersection SuppressWarnings(""unchecked"") Set<String> badStrings = (Set) Sets.intersection( aFewBadObjects, manyBadStrings); This is unfortunate, but should come up only very rarely.",FreeText,,0
1732,guava,com.google.common.collect.Sets_goal.json,"newSetFromMap(java.util.Map<E, java.lang.Boolean> map)",newSetFromMap,com.google.common.collect.Sets,"Returns a set backed by the specified map. The resulting set displays the same ordering, concurrency, and performance characteristics as the backing map. In essence, this factory method provides a Set implementation corresponding to any Map implementation. There is no need to use this method on a Map implementation that already has a corresponding Set implementation (such as java.util.HashMap or java.util.TreeMap). Each method invocation on the set returned by this method results in exactly one method invocation on the backing map or its keySet view, with one exception. The addAll method is implemented as a sequence of put invocations on the backing map. The specified map must be empty at the time this method is invoked, and should not be accessed directly after this method returns. These conditions are ensured if the map is created empty, passed directly to this method, and no reference to the map is retained, as illustrated in the following code fragment:  Set<Object> identityHashSet = Sets.newSetFromMap( new IdentityHashMap<Object, Boolean>()); The returned set is serializable if the backing map is.",FreeText,,0
1733,guava,com.google.common.collect.Sets_goal.json,newTreeSet(),newTreeSet,com.google.common.collect.Sets,"Creates a mutable, empty TreeSet instance sorted by the natural sort ordering of its elements. Note: if mutability is not required, use ImmutableSortedSet#of() instead.",FreeText,,0
1734,guava,com.google.common.collect.Sets_goal.json,newLinkedHashSetWithExpectedSize(int expectedSize),newLinkedHashSetWithExpectedSize,com.google.common.collect.Sets,"Creates a LinkedHashSet instance, with a high enough ""initial capacity"" that it should hold expectedSize elements without growth. This behavior cannot be broadly guaranteed, but it is observed to be true for OpenJDK 1.6. It also can't be guaranteed that the method isn't inadvertently oversizing the returned set.",FreeText,,0
1735,guava,com.google.common.collect.Sets_goal.json,newHashSet(),newHashSet,com.google.common.collect.Sets,"Creates a mutable, initially empty HashSet instance. Note: if mutability is not required, use ImmutableSet#of() instead. If E is an Enum type, use EnumSet#noneOf instead. Otherwise, strongly consider using a LinkedHashSet instead, at the cost of increased memory footprint, to get deterministic iteration behavior. Note for Java 7 and later: this method is now unnecessary and should be treated as deprecated. Instead, use the HashSet constructor directly, taking advantage of the new ""diamond"" syntax.",FreeText,,0
1736,guava,com.google.common.collect.Sets_goal.json,newConcurrentHashSet(java.lang.Iterable<? extends E> elements),newConcurrentHashSet,com.google.common.collect.Sets,"Creates a thread-safe set backed by a hash map and containing the given elements. The set is backed by a ConcurrentHashMap instance, and thus carries the same concurrency guarantees. Unlike HashSet, this class does NOT allow null to be used as an element. The set is serializable.",FreeText,,0
1737,guava,com.google.common.collect.Sets_goal.json,newTreeSet(java.lang.Iterable<? extends E> elements),newTreeSet,com.google.common.collect.Sets,"Creates a mutable TreeSet instance containing the given elements sorted by their natural ordering. Note: if mutability is not required, use ImmutableSortedSet#copyOf(Iterable) instead. Note: If elements is a SortedSet with an explicit comparator, this method has different behavior than TreeSet#TreeSet(SortedSet), which returns a TreeSet with that comparator.",FreeText,,0
1738,guava,com.google.common.collect.Sets_goal.json,newLinkedHashSet(java.lang.Iterable<? extends E> elements),newLinkedHashSet,com.google.common.collect.Sets,"Creates a mutable LinkedHashSet instance containing the given elements in order. Note: if mutability is not required and the elements are non-null, use ImmutableSet#copyOf(Iterable) instead.",FreeText,,0
1739,guava,com.google.common.collect.Sets_goal.json,powerSet(java.util.Set<E> set),powerSet,com.google.common.collect.Sets,"Returns the set of all possible subsets of set. For example, powerSet(ImmutableSet.of(1, 2)) returns the set {{, {1}, {2}, {1, 2}}}. Elements appear in these subsets in the same iteration order as they appeared in the input set. The order in which these subsets appear in the outer set is undefined. Note that the power set of the empty set is not the empty set, but a one-element set containing the empty set. The returned set and its constituent sets use equals to decide whether two elements are identical, even if the input set uses a different concept of equivalence. Performance notes: while the power set of a set with size n is of size 2^n, its memory usage is only O(n). When the power set is constructed, the input set is merely copied. Only as the power set is iterated are the individual subsets created, and these subsets themselves occupy only a small constant amount of memory.",FreeText,,0
1740,guava,com.google.common.collect.Sets_goal.json,"removeAllImpl(java.util.Set<?> set, java.util.Iterator<?> iterator)",removeAllImpl,com.google.common.collect.Sets,Remove each element in an iterable from a set.,FreeText,,0
1741,guava,com.google.common.collect.Sets_goal.json,newHashSet(E... elements),newHashSet,com.google.common.collect.Sets,"Creates a mutable HashSet instance initially containing the given elements. Note: if elements are non-null and won't be added or removed after this point, use ImmutableSet#of() or ImmutableSet#copyOf(Object[]) instead. If E is an Enum type, use EnumSet#of(Enum, Enum[]) instead. Otherwise, strongly consider using a LinkedHashSet instead, at the cost of increased memory footprint, to get deterministic iteration behavior. This method is just a small convenience, either for newHashSet(}Arrays#asList asList{@code (...)), or for creating an empty set then calling Collections#addAll. This method is not actually very useful and will likely be deprecated in the future.",FreeText,,0
1742,guava,com.google.common.collect.Sets_goal.json,newHashSet(java.lang.Iterable<? extends E> elements),newHashSet,com.google.common.collect.Sets,"Creates a mutable HashSet instance containing the given elements. A very thin convenience for creating an empty set then calling Collection#addAll or Iterables#addAll. Note: if mutability is not required and the elements are non-null, use ImmutableSet#copyOf(Iterable) instead. (Or, change elements to be a FluentIterable and call elements.toSet().) Note: if E is an Enum type, use #newEnumSet(Iterable, Class) instead. Note for Java 7 and later: if elements is a Collection, you don't need this method. Instead, use the HashSet constructor directly, taking advantage of the new ""diamond"" syntax. Overall, this method is not very useful and will likely be deprecated in the future.",FreeText,,0
1743,guava,com.google.common.collect.Sets_goal.json,newHashSet(java.util.Iterator<? extends E> elements),newHashSet,com.google.common.collect.Sets,"Creates a mutable HashSet instance containing the given elements. A very thin convenience for creating an empty set and then calling Iterators#addAll. Note: if mutability is not required and the elements are non-null, use ImmutableSet#copyOf(Iterator) instead. Note: if E is an Enum type, you should create an EnumSet instead. Overall, this method is not very useful and will likely be deprecated in the future.",FreeText,,0
1744,guava,com.google.common.collect.Sets_goal.json,"filter(java.util.Set<E> unfiltered, com.google.common.base.Predicate<? super E> predicate)",filter,com.google.common.collect.Sets,"Returns the elements of unfiltered that satisfy a predicate. The returned set is a live view of unfiltered; changes to one affect the other. The resulting set's iterator does not support remove(), but all other set methods are supported. When given an element that doesn't satisfy the predicate, the set's add() and addAll() methods throw an IllegalArgumentException. When methods such as removeAll() and clear() are called on the filtered set, only elements that satisfy the filter will be removed from the underlying set. The returned set isn't threadsafe or serializable, even if unfiltered is. Many of the filtered set's methods, such as size(), iterate across every element in the underlying set and determine which elements satisfy the filter. When a live view is not needed, it may be faster to copy Iterables.filter(unfiltered, predicate) and use the copy. Warning: predicate must be consistent with equals, as documented at Predicate#apply. Do not provide a predicate such as Predicates.instanceOf(ArrayList.class), which is inconsistent with equals. (See Iterables#filter(Iterable, Class) for related functionality.)",FreeText,,0
1745,guava,com.google.common.collect.Sets_goal.json,"filter(java.util.SortedSet<E> unfiltered, com.google.common.base.Predicate<? super E> predicate)",filter,com.google.common.collect.Sets,"Returns the elements of a SortedSet, unfiltered, that satisfy a predicate. The returned set is a live view of unfiltered; changes to one affect the other. The resulting set's iterator does not support remove(), but all other set methods are supported. When given an element that doesn't satisfy the predicate, the set's add() and addAll() methods throw an IllegalArgumentException. When methods such as removeAll() and clear() are called on the filtered set, only elements that satisfy the filter will be removed from the underlying set. The returned set isn't threadsafe or serializable, even if unfiltered is. Many of the filtered set's methods, such as size(), iterate across every element in the underlying set and determine which elements satisfy the filter. When a live view is not needed, it may be faster to copy Iterables.filter(unfiltered, predicate) and use the copy. Warning: predicate must be consistent with equals, as documented at Predicate#apply. Do not provide a predicate such as Predicates.instanceOf(ArrayList.class), which is inconsistent with equals. (See Iterables#filter(Iterable, Class) for related functionality.)",FreeText,,0
1746,guava,com.google.common.collect.Sets_goal.json,"filterSortedIgnoreNavigable(java.util.SortedSet<E> unfiltered, com.google.common.base.Predicate<? super E> predicate)",filterSortedIgnoreNavigable,com.google.common.collect.Sets,,FreeText,,0
1747,guava,com.google.common.collect.Sets_goal.json,"filter(java.util.NavigableSet<E> unfiltered, com.google.common.base.Predicate<? super E> predicate)",filter,com.google.common.collect.Sets,"Returns the elements of a NavigableSet, unfiltered, that satisfy a predicate. The returned set is a live view of unfiltered; changes to one affect the other. The resulting set's iterator does not support remove(), but all other set methods are supported. When given an element that doesn't satisfy the predicate, the set's add() and addAll() methods throw an IllegalArgumentException. When methods such as removeAll() and clear() are called on the filtered set, only elements that satisfy the filter will be removed from the underlying set. The returned set isn't threadsafe or serializable, even if unfiltered is. Many of the filtered set's methods, such as size(), iterate across every element in the underlying set and determine which elements satisfy the filter. When a live view is not needed, it may be faster to copy Iterables.filter(unfiltered, predicate) and use the copy. Warning: predicate must be consistent with equals, as documented at Predicate#apply. Do not provide a predicate such as Predicates.instanceOf(ArrayList.class), which is inconsistent with equals. (See Iterables#filter(Iterable, Class) for related functionality.)",FreeText,,0
1748,guava,com.google.common.collect.Sets_goal.json,"immutableEnumSet(E anElement, E... otherElements)",immutableEnumSet,com.google.common.collect.Sets,"Returns an immutable set instance containing the given enum elements. Internally, the returned set will be backed by an EnumSet. The iteration order of the returned set follows the enum's iteration order, not the order in which the elements are provided to the method.",FreeText,,0
1749,guava,com.google.common.collect.Sets_goal.json,newIdentityHashSet(),newIdentityHashSet,com.google.common.collect.Sets,"Creates an empty Set that uses identity to determine equality. It compares object references, instead of calling equals, to determine whether a provided object matches an element in the set. For example, contains returns false when passed an object that equals a set member, but isn't the same instance. This behavior is similar to the way IdentityHashMap handles key lookups.",FreeText,,0
1750,guava,com.google.common.collect.Sets_goal.json,immutableEnumSet(java.lang.Iterable<E> elements),immutableEnumSet,com.google.common.collect.Sets,"Returns an immutable set instance containing the given enum elements. Internally, the returned set will be backed by an EnumSet. The iteration order of the returned set follows the enum's iteration order, not the order in which the elements appear in the given collection.",FreeText,,0
1751,guava,com.google.common.collect.Sets_goal.json,newCopyOnWriteArraySet(),newCopyOnWriteArraySet,com.google.common.collect.Sets,"Creates an empty CopyOnWriteArraySet instance. Note: if you need an immutable empty Set, use Collections#emptySet instead.",FreeText,,0
1752,guava,com.google.common.collect.Sets_goal.json,newCopyOnWriteArraySet(java.lang.Iterable<? extends E> elements),newCopyOnWriteArraySet,com.google.common.collect.Sets,Creates a CopyOnWriteArraySet instance containing the given elements.,FreeText,,0
1753,guava,com.google.common.collect.Sets_goal.json,"symmetricDifference(java.util.Set<? extends E> set1, java.util.Set<? extends E> set2)",symmetricDifference,com.google.common.collect.Sets,"Returns an unmodifiable view of the symmetric difference of two sets. The returned set contains all elements that are contained in either set1 or set2 but not in both. The iteration order of the returned set is undefined. Results are undefined if set1 and set2 are sets based on different equivalence relations (as HashSet, TreeSet, and the keySet of an IdentityHashMap all are).",FreeText,,0
1754,guava,com.google.common.collect.Sets_goal.json,"removeAllImpl(java.util.Set<?> set, java.util.Collection<?> collection)",removeAllImpl,com.google.common.collect.Sets,,FreeText,,0
1755,guava,com.google.common.collect.Sets_goal.json,complementOf(java.util.Collection<E> collection),complementOf,com.google.common.collect.Sets,"Creates an EnumSet consisting of all enum values that are not in the specified collection. If the collection is an EnumSet, this method has the same behavior as EnumSet#complementOf. Otherwise, the specified collection must contain at least one element, in order to determine the element type. If the collection could be empty, use #complementOf(Collection, Class) instead of this method.",FreeText,if(args[0] instanceof EnumSet) {methodResultID.equals(java.util.EnumSet.complementOf(args[0]))},1
1756,guava,com.google.common.collect.Sets_goal.json,cartesianProduct(java.util.List<? extends java.util.Set<? extends B>> sets),cartesianProduct,com.google.common.collect.Sets,"Returns every possible list that can be formed by choosing one element from each of the given sets in order; the ""n-ary Cartesian product"" of the sets. For example:  Sets.cartesianProduct(ImmutableList.of( ImmutableSet.of(1, 2), ImmutableSet.of(""A"", ""B"", ""C""))) returns a set containing six lists:  <li>ImmutableList.of(1, ""A"") <li>ImmutableList.of(1, ""B"") <li>ImmutableList.of(1, ""C"") <li>ImmutableList.of(2, ""A"") <li>ImmutableList.of(2, ""B"") <li>ImmutableList.of(2, ""C"")  The result is guaranteed to be in the ""traditional"", lexicographical order for Cartesian products that you would get from nesting for loops:  for (B b0 : sets.get(0)) { for (B b1 : sets.get(1)) { ... ImmutableList<B> tuple = ImmutableList.of(b0, b1, ...); // operate on tuple  }} Note that if any input set is empty, the Cartesian product will also be empty. If no sets at all are provided (an empty list), the resulting Cartesian product has one element, an empty list (counter-intuitive, but mathematically consistent). Performance notes: while the cartesian product of sets of size m, n, p is a set of size m x n x p, its actual memory consumption is much smaller. When the cartesian set is constructed, the input sets are merely copied. Only as the resulting set is iterated are the individual lists created, and these are not retained after iteration.",FreeText,,0
1757,guava,com.google.common.collect.Sets_goal.json,cartesianProduct(java.util.Set<? extends B>... sets),cartesianProduct,com.google.common.collect.Sets,"Returns every possible list that can be formed by choosing one element from each of the given sets in order; the ""n-ary Cartesian product"" of the sets. For example:  Sets.cartesianProduct( ImmutableSet.of(1, 2), ImmutableSet.of(""A"", ""B"", ""C"")) returns a set containing six lists:  <li>ImmutableList.of(1, ""A"") <li>ImmutableList.of(1, ""B"") <li>ImmutableList.of(1, ""C"") <li>ImmutableList.of(2, ""A"") <li>ImmutableList.of(2, ""B"") <li>ImmutableList.of(2, ""C"")  The result is guaranteed to be in the ""traditional"", lexicographical order for Cartesian products that you would get from nesting for loops:  for (B b0 : sets.get(0)) { for (B b1 : sets.get(1)) { ... ImmutableList<B> tuple = ImmutableList.of(b0, b1, ...); // operate on tuple  }} Note that if any input set is empty, the Cartesian product will also be empty. If no sets at all are provided (an empty list), the resulting Cartesian product has one element, an empty list (counter-intuitive, but mathematically consistent). Performance notes: while the cartesian product of sets of size m, n, p is a set of size m x n x p, its actual memory consumption is much smaller. When the cartesian set is constructed, the input sets are merely copied. Only as the resulting set is iterated are the individual lists created, and these are not retained after iteration.",FreeText,,0
1758,guava,com.google.common.collect.Sets_goal.json,"difference(java.util.Set<E> set1, java.util.Set<?> set2)",difference,com.google.common.collect.Sets,"Returns an unmodifiable view of the difference of two sets. The returned set contains all elements that are contained by set1 and not contained by set2. set2 may also contain elements not present in set1; these are simply ignored. The iteration order of the returned set matches that of set1. Results are undefined if set1 and set2 are sets based on different equivalence relations (as HashSet, TreeSet, and the keySet of an IdentityHashMap all are).",FreeText,,0
1759,guava,com.google.common.collect.Sets_goal.json,"equalsImpl(java.util.Set<?> s, java.lang.Object object)",equalsImpl,com.google.common.collect.Sets,An implementation for Set#equals(Object).,FreeText,,0
1760,guava,com.google.common.collect.Sets_goal.json,newTreeSet(java.util.Comparator<? super E> comparator),newTreeSet,com.google.common.collect.Sets,"Creates a mutable, empty TreeSet instance with the given comparator. Note: if mutability is not required, use ImmutableSortedSet.orderedBy(comparator).build() instead.",FreeText,,0
1761,guava,com.google.common.collect.Sets_goal.json,"newEnumSet(java.lang.Iterable<E> iterable, java.lang.Class<E> elementType)",newEnumSet,com.google.common.collect.Sets,"Returns a new, mutable EnumSet instance containing the given elements in their natural order. This method behaves identically to EnumSet#copyOf(Collection), but also accepts non-Collection iterables and empty iterables.",FreeText,,0
1762,guava,com.google.common.collect.Sets_goal.json,newConcurrentHashSet(),newConcurrentHashSet,com.google.common.collect.Sets,"Creates a thread-safe set backed by a hash map. The set is backed by a ConcurrentHashMap instance, and thus carries the same concurrency guarantees. Unlike HashSet, this class does NOT allow null to be used as an element. The set is serializable.",FreeText,,0
1763,guava,com.google.common.collect.Sets_goal.json,hashCodeImpl(java.util.Set<?> s),hashCodeImpl,com.google.common.collect.Sets,An implementation for Set#hashCode().,FreeText,,0
1764,guava,com.google.common.collect.Sets_goal.json,newHashSetWithExpectedSize(int expectedSize),newHashSetWithExpectedSize,com.google.common.collect.Sets,"Creates a HashSet instance, with a high enough initial table size that it should hold expectedSize elements without resizing. This behavior cannot be broadly guaranteed, but it is observed to be true for OpenJDK 1.7. It also can't be guaranteed that the method isn't inadvertently oversizing the returned set.",FreeText,,0
1765,guava,com.google.common.collect.Sets_goal.json,"complementOf(java.util.Collection<E> collection, java.lang.Class<E> type)",complementOf,com.google.common.collect.Sets,"Creates an EnumSet consisting of all enum values that are not in the specified collection. This is equivalent to EnumSet#complementOf, but can act on any input collection, as long as the elements are of enum type.",FreeText,if(args[0] instanceof EnumSet) {methodResultID.equals(java.util.EnumSet.complementOf(args[0]))},1
